id,sample_no,run,model,jp,cn,raw
game_t01713,177,2,deepseek-v4-pro,…………。,"__PARSE__ {""cn"":""日本 航空母舰 日本航空母舰列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争","{""cn"":""日本 航空母舰 日本航空母舰列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争 航空母舰 大日本帝国海军 航空母舰 列表 第二次世界大战 太平洋战争"
game_t01713,177,3,deepseek-v4-pro,…………。,日本 海上自卫队 日本海上自卫队舰艇一览 航空母舰/直升机航母/驱逐舰 日向 伊势 出云 加贺 美国 海军 约翰·F·肯尼迪 企业 尼米兹 澳大利亚 海军 墨尔本 堪培拉,"{""cn"":""日本 海上自卫队 日本海上自卫队舰艇一览 航空母舰/直升机航母/驱逐舰 日向 伊势 出云 加贺 美国 海军 约翰·F·肯尼迪 企业 尼米兹 澳大利亚 海军 墨尔本 堪培拉""}"
game_t00315,47,1,deepseek-v4-flash,「…………！」,「…………！」,"{""cn"":""「…………！」""}"
game_t00315,47,2,deepseek-v4-flash,「…………！」,「…………！」,"{""cn"":""「…………！」""}"
game_t00315,47,3,deepseek-v4-flash,「…………！」,「…………！」,"{""cn"":""「…………！」""}"
game_t00315,47,1,deepseek-v4-pro,「…………！」,莉莉娅,"{""cn"":""莉莉娅""}"
game_t00315,47,2,deepseek-v4-pro,「…………！」,莉莉娅,"{""cn"":""莉莉娅""}"
game_t00315,47,3,deepseek-v4-pro,「…………！」,莉莉娅,"{""cn"":""莉莉娅""}"
game_t03219,81,1,deepseek-v4-flash,……やらなきゃ死ぬだけだ。,jp: ……不干的话只有死路一条。,"{""cn"":""jp: ……不干的话只有死路一条。""}"
game_t03219,81,2,deepseek-v4-flash,……やらなきゃ死ぬだけだ。,jp: ……不干的话只有死路一条。,"{""cn"":""jp: ……不干的话只有死路一条。""}"
game_t03219,81,3,deepseek-v4-flash,……やらなきゃ死ぬだけだ。,jp: ……不干的话只有死路一条。,"{""cn"":""jp: ……不干的话只有死路一条。""}"
game_t03219,81,1,deepseek-v4-pro,……やらなきゃ死ぬだけだ。,不做就会死而已。,"{""cn"":""不做就会死而已。""}"
game_t03219,81,2,deepseek-v4-pro,……やらなきゃ死ぬだけだ。,不做就会死而已。,"{""cn"":""不做就会死而已。""}"
game_t03219,81,3,deepseek-v4-pro,……やらなきゃ死ぬだけだ。,,"{""jp"":""……やらなきゃ死ぬだけだ。""}"
game_t00726,103,1,deepseek-v4-flash,「他の艦については、乗員、装備の損耗が激しい為、艦の維持に必要な最低限の人員を除き、海岸沿いに設置した臨時キャンプに移動」,关于其他舰艇，由于乘员和装备损耗严重，除维持舰艇所需的最低限度人员外，其余人员转移到沿海设置的临时营地。,"{""cn"":""关于其他舰艇，由于乘员和装备损耗严重，除维持舰艇所需的最低限度人员外，其余人员转移到沿海设置的临时营地。""}"
game_t00726,103,2,deepseek-v4-flash,「他の艦については、乗員、装備の損耗が激しい為、艦の維持に必要な最低限の人員を除き、海岸沿いに設置した臨時キャンプに移動」,关于其他舰艇，由于乘员和装备损耗严重，除维持舰艇所需的最低限度人员外，其余人员转移到沿海设置的临时营地。,"{""cn"":""关于其他舰艇，由于乘员和装备损耗严重，除维持舰艇所需的最低限度人员外，其余人员转移到沿海设置的临时营地。""}"
game_t00726,103,3,deepseek-v4-flash,「他の艦については、乗員、装備の損耗が激しい為、艦の維持に必要な最低限の人員を除き、海岸沿いに設置した臨時キャンプに移動」,关于其他舰艇，由于乘员和装备损耗严重，除维持舰艇所需的最低限度人员外，其余人员转移到沿海设置的临时营地。,"{""cn"":""关于其他舰艇，由于乘员和装备损耗严重，除维持舰艇所需的最低限度人员外，其余人员转移到沿海设置的临时营地。""}"
game_t00726,103,1,deepseek-v4-pro,「他の艦については、乗員、装備の損耗が激しい為、艦の維持に必要な最低限の人員を除き、海岸沿いに設置した臨時キャンプに移動」,「其他舰艇由于人员、装备损耗严重，除维持舰艇所需的最低限度人员外，其余人员转移至海岸边设置的临时营地」,"{""cn"": ""「其他舰艇由于人员、装备损耗严重，除维持舰艇所需的最低限度人员外，其余人员转移至海岸边设置的临时营地」""}"
game_t00726,103,2,deepseek-v4-pro,「他の艦については、乗員、装備の損耗が激しい為、艦の維持に必要な最低限の人員を除き、海岸沿いに設置した臨時キャンプに移動」,「其他舰艇因人员与装备损耗严重，除维持舰艇所需的最低限度人员外，其余人员均转移至海岸边设置的临时营地」,"{""cn"": ""「其他舰艇因人员与装备损耗严重，除维持舰艇所需的最低限度人员外，其余人员均转移至海岸边设置的临时营地」""}"
game_t00726,103,3,deepseek-v4-pro,「他の艦については、乗員、装備の損耗が激しい為、艦の維持に必要な最低限の人員を除き、海岸沿いに設置した臨時キャンプに移動」,,"{""jp"": ""「他の艦については、乗員、装備の損耗が激しい為、艦の維持に必要な最低限の人員を除き、海岸沿いに設置した臨時キャンプに移動」""}"
game_t01717,181,1,deepseek-v4-flash,……おいおい。,喂喂。,"{""cn"":""喂喂。""}"
game_t01717,181,2,deepseek-v4-flash,……おいおい。,喂喂。,"{""cn"":""喂喂。""}"
game_t01717,181,3,deepseek-v4-flash,……おいおい。,喂喂。,"{""cn"":""喂喂。""}"
game_t01717,181,1,deepseek-v4-pro,……おいおい。,……喂喂。,"{""cn"":""……喂喂。""}"
game_t01717,181,2,deepseek-v4-pro,……おいおい。,……喂喂。,"{""cn"":""……喂喂。""}"
game_t01717,181,3,deepseek-v4-pro,……おいおい。,……喂喂。,"{""cn"":""……喂喂。""}"
game_t01692,156,1,deepseek-v4-flash,「いいだろう。任務を遂行せよ」,「好吧。执行任务。」,"{""cn"":""「好吧。执行任务。」""}"
game_t01692,156,2,deepseek-v4-flash,「いいだろう。任務を遂行せよ」,「好吧。执行任务。」,"{""cn"":""「好吧。执行任务。」""}"
game_t01692,156,3,deepseek-v4-flash,「いいだろう。任務を遂行せよ」,「好吧。执行任务。」,"{""cn"":""「好吧。执行任务。」""}"
game_t01692,156,1,deepseek-v4-pro,「いいだろう。任務を遂行せよ」,达里尔,"{""cn"":""达里尔""}"
game_t01692,156,2,deepseek-v4-pro,「いいだろう。任務を遂行せよ」,达里尔,"{""cn"":""达里尔""}"
game_t01692,156,3,deepseek-v4-pro,「いいだろう。任務を遂行せよ」,达里尔,"{""cn"":""达里尔""}"
game_t00752,129,1,deepseek-v4-flash,「…………」,「…………」,"{""cn"":""「…………」""}"
game_t00752,129,2,deepseek-v4-flash,「…………」,「…………」,"{""cn"":""「…………」""}"
game_t00752,129,3,deepseek-v4-flash,「…………」,「…………」,"{""cn"":""「…………」""}"
game_t00752,129,1,deepseek-v4-pro,「…………」,莉莉娅,"{""cn"":""莉莉娅""}"
game_t00752,129,2,deepseek-v4-pro,「…………」,莉莉娅,"{""cn"":""莉莉娅""}"
game_t00752,129,3,deepseek-v4-pro,「…………」,莉莉娅,"{""cn"":""莉莉娅""}"
game_t00761,138,1,deepseek-v4-flash,「…………」,「…………」,"{""cn"":""「…………」""}"
game_t00761,138,2,deepseek-v4-flash,「…………」,「…………」,"{""cn"":""「…………」""}"
game_t00761,138,3,deepseek-v4-flash,「…………」,「…………」,"{""cn"":""「…………」""}"
game_t00761,138,1,deepseek-v4-pro,「…………」,威尔,"{""cn"":""威尔""}"
game_t00761,138,2,deepseek-v4-pro,「…………」,威尔,"{""cn"":""威尔""}"
game_t00761,138,3,deepseek-v4-pro,「…………」,威尔,"{""cn"":""威尔""}"
game_t00304,36,1,deepseek-v4-flash,……分かってくれたか……。,jp: ……你理解了吗……。,"{""cn"":""jp: ……你理解了吗……。""}"
game_t00304,36,2,deepseek-v4-flash,……分かってくれたか……。,jp: ……你理解了吗……。,"{""cn"":""jp: ……你理解了吗……。""}"
game_t00304,36,3,deepseek-v4-flash,……分かってくれたか……。,jp: ……你理解了吗……。,"{""cn"":""jp: ……你理解了吗……。""}"
game_t00304,36,1,deepseek-v4-pro,……分かってくれたか……。,……你明白了吗……。,"{""cn"":""……你明白了吗……。""}"
game_t00304,36,2,deepseek-v4-pro,……分かってくれたか……。,……你明白了吗……。,"{""cn"":""……你明白了吗……。""}"
game_t00304,36,3,deepseek-v4-pro,……分かってくれたか……。,……你明白了吗……。,"{""cn"":""……你明白了吗……。""}"
