file,id,jp,zh_deepseek
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\010_序章_響の悪夢01.egpack,game_t00017,「昨日、\w寺本少尉が亡くなってから、\w少し様子が…\w…\w」,「自从昨天寺本少尉死后，他就有点……」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\010_序章_響の悪夢01.egpack,game_t00018,「それが自殺の言い訳になるのかよ…\w…\w！？　ふざけんな…\w…\wッ！！」,「那就能成为自杀的借口吗……！？开什么玩笑……！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\010_序章_響の悪夢01.egpack,game_t00019,「――！　何を隠したッ！　出せ――！」,「——！你藏了什么！拿出来——！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\010_序章_響の悪夢01.egpack,game_t00020,「だ、\w駄目です――！　それは――ッ！　――痛…\w…\wッ！」,「不、不行——！那是——！——痛……！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\010_序章_響の悪夢01.egpack,game_t00021,「大人しく寄越せば、\wケガしなくて済むんだよ…\w…\wッ！」,「乖乖交出来，就不用受伤了……！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\010_序章_響の悪夢01.egpack,game_t00022,「…\w…\wな…\w…\w何だって…\w…\w言うんだよ…\w…\w」,「……你……你说什么……」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\010_序章_響の悪夢01.egpack,game_t00023,「…\w…\wだから…\w…\w駄目だと言ったんです。一緒に…\w…\w埋葬してあげましょう。このままじゃふたりが可哀想です…\w…\w」,「……所以我说了不行。一起……埋葬他们吧。这样放着两个人也太可怜了……」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\010_序章_響の悪夢01.egpack,game_t00024,「…\w…\wいや」,「……不」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\010_序章_響の悪夢01.egpack,game_t00025,「…\w…\w…\w…\w」,「……」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\010_序章_響の悪夢01.egpack,game_t00026,「…\w…\wあたしには待ってる奴がいるんだ。それに…\w…\w」,「……我还有人在等我。而且……」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\010_序章_響の悪夢01.egpack,game_t00027,「浅葱少尉…\w…\w」,「浅葱少尉……」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\010_序章_響の悪夢01.egpack,game_t00028,「…\w…\w隊長の…\w…\w望みを叶えてやるべき…\w…\wじゃないか…\w…\w」,「……应该……实现队长的愿望……不是吗……」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\010_序章_響の悪夢01.egpack,game_t00029,「…\w…\wな…\w…\w浅葱少尉！　ご…\w…\wご自分が何を言ったのか、\wわかっているのですか？」,「……浅葱少尉！你……你知道自己在说什么吗？」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\010_序章_響の悪夢01.egpack,game_t00030,「…\w…\wわかってるさ。よく、\wわかっている…\w…\w」,「……知道。我很清楚……」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00031,「…\w…\w…\w…\w！」,「……！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00032,…\w…\w…\w…\w。,……。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00033,ここは…\w…\w？,这里是……？
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00034,「夢…\w…\wだったのか…\w…\w？」,「是梦……吗……？」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00035,…\w…\w…\w…\w。,……。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00036,「寝惚けてる場合じゃねーぞ…\w…\w」,「现在可不是犯迷糊的时候……」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00037,自分の声が耳に届く…\w…\w。,自己的声音传入耳中……。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00038,「ふぅ…\w…\w」,「呼……」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00039,しかし、\w待機睡眠から勝手に目を覚ましちまうなんて…\w…\w。,但是，擅自从待机睡眠中醒来什么的……
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00040,「なんつー夢だよ…\w…\w」,「什么破梦啊……」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00041,「ッ！？」,「咦！？」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00042,「――――！」,「——！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00043,「始まった…\w…\w！」,「开始了……！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00044,「やべっ…\w…\w！」,「糟了……！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00045,「…\w…\wッ！」,「唔……！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00046,く…\w…\w解除忘れてた…\w…\w,切……忘记解除了……
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00047,もう起きてんのにコレ射たれるのはキツいんだよな…\w…\w,明明已经醒了还挨这一下，真够难受的……
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00048,――第１戦術機甲大隊長より大隊各機へ達する。これより作戦を開始する。大隊全機起動、\w繰り返す、\w全機起動せよ！,第一战术机甲大队长向大队各机传达。从现在开始执行作战。全大队启动，重复，全机启动！
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00049,来たな…\w…\w！,来了啊……！
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00050,「何て眺めだ…\w…\w」,「这景色真是……」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00051,これが反応弾の連鎖爆発かよ…\w…\w！,这就是反应弹的连锁爆炸啊……！
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00052,凄えな…\w…\w現物は初めて見るぜ…\w…\w。,真厉害……实物还是第一次见啊……。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00053,「全戦術機の起動を確認。――大隊諸君、\w仕事の時間だ」,「确认全战术机启动。――大队诸位，工作时间到了」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00054,「状況を伝える。反応弾によるＢＥＴＡ主力の第一次迎撃は無事成功した。これより作戦は第２段階へ移行する」,「通报情况。使用反应弹对BETA主力的第一次迎击已成功。从现在起作战转入第二阶段」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00055,まずはひとつクリア…\w…\wか！,算是先过了一关……吧！
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00056,「上陸地点の敵後続群、\w及び沿岸部は海軍が既に攻撃を開始した。我々は予定通り、\w内陸部の残存ＢＥＴＡの殲滅に入る！」,「海军已经开始攻击登陆地点的敌后续群及沿岸部。我们按计划转入内陆部残存BETA的歼灭作战！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00057,「各小隊長は最終迎撃地点を再度確認せよ。全機、\w以降は各小隊長の指示に従え」,「各小队长再次确认最终迎击地点。全机，之后听从各小队长指示」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00058,よし…\w…\w大きな配置変更は無い。,好……没有大的配置更改。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00059,これだけの分散配置で連携を取るのは難しいが…\w…\w今回はやるしかない。,这么分散的配置要配合很难……但这次只能干了。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00060,「ひとつ良い知らせだ、\w現時点では今回も光線級の存在は確認されていない」,「有一个好消息，目前本次也未确认到光线级的存在」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00061,「ふぅ――」,「呼――」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00062,ここじゃ想定通りらしいけど、\w結局本番までは分からないからな。,这里好像和预想一样，但毕竟到实战之前都说不准。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00063,それに――。,而且――。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00064,「だが油断するな、\w常に海岸部より光線照射の可能性があるものと考えろ」,「但别大意，要时刻考虑海岸方向可能发射光线。」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00065,…\w…\wそう、\w奴らが大群に紛れて上陸してくる可能性もある。,……没错，它们也可能混在大群中登陆。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00066,ＢＥＴＡ相手に昨日までの常識を適用するのは危険だ。,对付BETA，沿用昨日的常识是危险的。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00067,対光線級に必須の飽和攻撃を仕掛ければ、\w今の俺たちの弾薬備蓄はあっという間に食い潰されちまう。,如果发动对抗光线级必需的饱和攻击，我们现在的弹药储备转眼就会耗尽。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00068,たとえ今回は防げても、\w弾薬生産量が次の侵攻までに追いつく保証は無い…\w…\w。,就算这次能防住，也无法保证弹药产量能赶上下次进攻……。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00069,…\w…\w何より光線級が出ちまえば、\wこのヒヨッ子を抱えて高度制限戦闘をやる羽目になる。,而且一旦光线级出现，就得带着这个菜鸟打高度限制战斗了。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00070,「できるか…\w…\w今の俺に…\w…\w」,「做得到吗……现在的我……」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00071,久しぶりの実戦だ…\w…\w。だが、\wそんなもの何の言い訳にもならない…\w…\w。,久违的实战……。但那种东西成不了任何借口……。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00072,「大隊総員傾注！」,「大队全体注意！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00073,――！,！
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00074,「――シアトルは我らに残された最後の安住の地である」,「――西雅图是我们最后残存的安居之地」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00075,「否、\w我ら帝国のみならず、\w人類の存亡はこの一戦に掛かっている！」,「不，不仅是我等帝国，人类的存亡都悬于这一战！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00076,「あらゆる手段を以ってＢＥＴＡを殲滅し、\w必ず帰還せよ！」,「动用一切手段歼灭BETA，务必生还！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00077,そうだ、\w敵はＢＥＴＡだ…\w…\w。,没错，敌人是BETA……。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00078,「…\w…\wやってやろうじゃねえか」,「……干它一场吧」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00079,「――全機、\w迎撃地点への移動を開始せよ！」,「――全机，开始向迎击地点移动！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00080,「了解ッ！」,「明白！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00081,ん…\w…\w？,嗯……？
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00082,「――大隊長よりドレイク１。聞こえているか」,「――大队长呼叫德雷克1。听得见吗」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00083,「ドレイク１よりＧＬ。問題ありません」,「德雷克1呼叫GL。没问题」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00084,「大漁との報告だぞ。どうやら中尉の強運が奴らを引きつけたようだな」,「据说要大丰收啊。看来是中尉的强运把他们引来了」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00085,「は――！　光栄であります！」,「是！深感荣幸！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00086,「ふふっ…\w…\w冗談だ、\wそう硬くなるな」,「呵呵……开玩笑的，别那么紧张」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00087,「…\w…\w申し訳ありません」,「……非常抱歉」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00088,「さて、\w復帰早々ですまないが、\w現在我が軍は少々余裕が無い。大西洋戦線で鍛えた貴様の腕前、\w存分に見せて貰おう」,「好了，虽然你刚归队就让你上阵很抱歉，但目前我军没有多少余力。你在大西洋战线磨练出的本事，就让我好好见识一下吧」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00089,「はっ！」,「是！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00090,「性急な出撃命令で負担を掛けていることは理解している」,「我知道仓促下达出击命令给你造成了负担」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00091,…\w…\w慣れない機体、\w定数割れの小隊、\wおまけに新米衛士付き。,不熟悉的机体、缺编的小队，还带着个新人卫士。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00092,噂で事情を聞いてなきゃ罰ゲームかと思うところだ。,若不是听说了传闻，我还以为这是惩罚游戏呢。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00093,「だが貴様なら乗り越えられると信じている。貴様自身が掴み取った命だ、\w犬死は許さん」,「但我相信你一定能克服。那是你自己夺回的生命，不许你白白送死」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00094,「は――っ！」,「是――！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00095,「取れる手は全て取れ。任務もヒヨっ子の面倒も、\w全てクリアしてみせろ！」,「能用的手段全用上。任务也好照顾菜鸟也罢，全部给我拿下！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00096,取れる手を全て取る…\w…\wなんてのは軍人としちゃ当然だ。,能用的手段全都用上……这对军人来说当然是理所当然的。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00097,それをわざわざ言い含めたってのは――。,特意叮嘱那些话——
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00098,「以上だ。必ず生きて帰れ」,「以上。一定要活着回来」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00099,「了解――！」,「明白——！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00100,神宮司少佐も厳しい展開だと読んでるってことだよな…\w…\w。,神宫司少佐也预料到战况会非常严峻啊……。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00101,しかし…\w…\w大隊長御自らの激励とはね――。,不过……大队长亲自来激励啊——。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00102,「…\w…\w新参者だからといって、\w気を遣われてるままってのは面白くねぇんだよ」,「……就因为我是新来的，一直被照顾着可真没意思」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00103,「…\w…\wうし！」,「……好了！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00104,「ドレイク１より各機、\w準備はいいか？　機体状況を報告せよ」,「德雷克1呼叫各机，准备好了吗？报告机体状况」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00105,「ドレイク２、\w異常なし」,「德雷克2，无异常」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00106,「ドレイク３、\wも、\w問題ありません！」,「德雷克3，也没问题！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00107,…\w…\w問題アリアリじゃねえか。,……这不是问题多得很吗。
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00108,「…\w…\w鈴原少尉」,「……铃原少尉」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00109,「――は、\wはいっ！」,「——是、是的！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00110,「とにかく訓練通りにやれ。簡単な仕事だ。千堂少尉がケツを守ってくれる。絶対に諦めるな――それで生き残れるさ」,「总之按训练来就行。简单的任务。千堂少尉会掩护你的。绝对不要放弃——这样就能活下来」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00111,「中尉――わ、\w私は…\w…\w」,「中尉——我、我……」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00112,「おっと、\w怖いのは当たり前だぞ。俺だって未だにチビりそうになるんだぜ？　なぁ千堂少尉？　おまえもそうだろ？」,「哎呀，害怕是理所当然的。我到现在都还会吓得差点尿裤子呢。对吧千堂少尉？你也是吧？」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00113,「…\w…\wドレイク２よりリード、\w黙秘権を行使します」,「……德雷克2呼叫领队，我要行使沉默权」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00114,「俺の小隊では、\w沈黙は肯定と認識する」,「在我的小队里，沉默视为肯定」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00115,「龍浪中尉――ッ！」,「龙浪中尉——！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00116,「は、\wはぁ…\w…\w？」,「哈、哈啊……？」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00117,「――鈴原少尉、\w余計なことは考えなくていいからブリーフィングを思い出して。私の動きに、\wついてきてくれればいい」,「——铃原少尉，不用想多余的事，回想一下简报。只要跟上我的动作就行」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00118,「あ…\w…\wは、\wはい！　いえその、\w了解です！」,「啊……是、是的！不、那个，明白！」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00119,「ふふふ――」,「呵呵呵——」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00120,「あ…\w…\wあはは…\w…\wはは…\w…\w」,「啊……啊哈哈……哈哈……」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00121,「ははっ…\w…\w」,「哈哈……」
outputs\tda_fpd_extract\tda01\root\assets\data_spec\adv\game\scr\localized\020_起_第６次シアトル防衛線01.egpack,game_t00122,…\w…\w少しは緊張が解れたか？,……紧张多少缓解点了吗？
